source_language,age,gender,experience_years,monthly_salary_eur,annual_income_eur,income_change_pct,company,company_type,company_type_en,role,role_en,role_group,education,education_en,education_level,office_city,location_category,office_time_percent,salary_competitive
fi,26_30,male,2.0,4300.0,51600.0,22.0,,"yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",enterprise,infrastructure engineer,infrastructure engineer,devops_infrastructure,luonnontieteiden kandidaatti (tietojenkäsittelytiede),bachelor's degree,bachelor,"pk-seutu (helsinki, espoo, vantaa)",capital_region,20.0,false
fi,46_50,male,29.0,10000.0,133000.0,20.0,,konsulttitalossa,consulting,johtaja,johtaja,management_leadership,amk + yamk,bachelor's (amk),bachelor,"pk-seutu (helsinki, espoo, vantaa)",capital_region,90.0,true
fi,21_25,female,6.0,3400.0,46000.0,8.0,,konsulttitalossa,consulting,backend developer,backend developer,software_developer_engineer,ammattikoulu,vocational school,vocational,turku,rest_of_finland,1.0,false
fi,26_30,,11.0,5500.0,,1.3,,konsulttitalossa,consulting,,,other,datanomi,vocational it diploma,master,"pk-seutu (helsinki, espoo, vantaa)",capital_region,75.0,false
fi,36_40,male,12.0,6000.0,75000.0,1.0,solita,konsulttitalossa,consulting,senior software designer,senior software designer,senior_developer,insinööri (amk),bachelor's engineering (amk),bachelor,"pk-seutu (helsinki, espoo, vantaa)",capital_region,20.0,true
fi,36_40,male,15.0,5320.0,66000.0,1.0,,"yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",enterprise,senior fullstack developer,senior fullstack developer,senior_developer,di,msc (engineering),master,tampere,rest_of_finland,20.0,false
fi,31_35,male,2.0,3450.0,,8.0,,konsulttitalossa,consulting,fullstack developer,fullstack developer,software_developer_engineer,luonnontieteen kandidaatti,bachelor's degree,bachelor,"pk-seutu (helsinki, espoo, vantaa)",capital_region,60.0,false
fi,41_45,male,20.0,5350.0,68000.0,2.0,,konsulttitalossa,consulting,"senior industry consultant/developer, mes/plm systems","senior industry consultant/developer, mes/plm systems",senior_developer,insinööri (amk),bachelor's engineering (amk),bachelor,turku,rest_of_finland,95.0,false
fi,26_30,male,6.0,3500.0,4200.0,0.0,,konsulttitalossa,consulting,full stack developer,full stack developer,software_developer_engineer,tietojenkäsittelyn tradenomi,tietojenkäsittelyn tradenomi,bachelor,tampere,rest_of_finland,99.0,false
fi,31_35,male,10.0,6700.0,80000.0,3.0,,"tuotetalossa, jonka core-bisnes on softa",product_company,senior full-stack software engineer,senior full-stack software engineer,senior_developer,tietotekniikan diplomi-insinööri,msc (engineering),master,"pk-seutu (helsinki, espoo, vantaa)",capital_region,50.0,true
fi,31_35,male,11.0,6900.0,80000.0,-14.0,,konsulttitalossa,consulting,full-stack software developer,full-stack software developer,software_developer_engineer,tietotekniikan diplomi-insinööri,msc (engineering),master,"pk-seutu (helsinki, espoo, vantaa)",capital_region,0.0,true
fi,26_30,male,5.0,4726.0,60000.0,1.0,reaktor,konsulttitalossa,consulting,full stack,full stack,software_developer_engineer,tietotekniikan di,tietotekniikan di,master,turku,rest_of_finland,60.0,true
fi,36_40,male,12.0,7100.0,91875.0,2.0,,"yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",enterprise,senior software developer,senior software developer,senior_developer,ylioppilas,high school (ylioppilas),secondary_or_less,"pk-seutu (helsinki, espoo, vantaa)",capital_region,30.0,true
fi,26_30,male,3.0,3900.0,46800.0,5.0,solita,konsulttitalossa,consulting,cloud engineer,cloud engineer,devops_infrastructure,amk,bachelor's (amk),bachelor,tampere,rest_of_finland,10.0,true
fi,41_45,male,15.0,5300.0,0.0,3.0,,konsulttitalossa,consulting,senior software architect,senior software architect,senior_developer,tekn. yo,tekn. yo,other,tampere,rest_of_finland,20.0,true
fi,26_30,male,8.0,5150.0,64375.0,3.0,,"tuotetalossa, jonka core-bisnes on softa",product_company,fullstack developer,fullstack developer,software_developer_engineer,alempi korkeakoulututkinto,alempi korkeakoulututkinto,other,"pk-seutu (helsinki, espoo, vantaa)",capital_region,99.0,true
fi,41_45,male,15.0,5800.0,78000.0,10.0,resistomap,"yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",enterprise,full-stack developer,full-stack developer,software_developer_engineer,ylioppilas / datanomi,high school,secondary_or_less,"pk-seutu (helsinki, espoo, vantaa)",capital_region,60.0,true
fi,36_40,male,10.0,7250.0,92000.0,0.0,,konsulttitalossa,consulting,senior frontend developer,senior frontend developer,senior_developer,insinööri (amk),bachelor's engineering (amk),bachelor,oulu,rest_of_finland,10.0,true
fi,46_50,male,20.0,6850.0,100000.0,5.0,,"tuotetalossa, jonka core-bisnes on softa",product_company,team lead,team lead,other,ylioppilas,high school (ylioppilas),secondary_or_less,"pk-seutu (helsinki, espoo, vantaa)",capital_region,40.0,true
fi,36_40,male,15.0,5670.0,75000.0,1.0,reaktor,konsulttitalossa,consulting,senior software developer,senior software developer,senior_developer,tietotekniikan insinööri,tietotekniikan insinööri,bachelor,turku,rest_of_finland,90.0,true
fi,46_50,male,19.0,7100.0,101000.0,5.0,,"yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",enterprise,lead developer,lead developer,lead_developer,ktm,ktm,other,"pk-seutu (helsinki, espoo, vantaa)",capital_region,50.0,true
fi,31_35,male,7.0,5100.0,200.0,0.0,,konsulttitalossa,consulting,android native developer,android native developer,software_developer_engineer,ohjelmistotekniikan insinööri,ohjelmistotekniikan insinööri,bachelor,"pk-seutu (helsinki, espoo, vantaa)",capital_region,80.0,true
fi,26_30,male,3.0,4360.0,54500.0,6.0,,konsulttitalossa,consulting,software development consultant,software development consultant,software_developer_engineer,lukio,high school,secondary_or_less,"pk-seutu (helsinki, espoo, vantaa)",capital_region,80.0,false
fi,26_30,male,6.0,5870.0,72000.0,3.0,,konsulttitalossa,consulting,"fullstack developer (react, nodejs, python)","fullstack developer (react, nodejs, python)",software_developer_engineer,kauppatieteiden maisteri,msc (business),master,"pk-seutu (helsinki, espoo, vantaa)",capital_region,80.0,true
fi,31_35,male,12.0,5700.0,,0.0,,konsulttitalossa,consulting,senior fullstack developer,senior fullstack developer,senior_developer,,,unknown,"pk-seutu (helsinki, espoo, vantaa)",capital_region,40.0,50/50
fi,41_45,male,17.0,5392.0,80000.0,1.0,solita,konsulttitalossa,consulting,"full stack software developer (browser, backend, database, infrastructure, architecture)","full stack software developer (browser, backend, database, infrastructure, architecture)",data_ml_analytics,diplomi-insinööri (ohjelmistotiede),msc (engineering),master,tampere,rest_of_finland,10.0,true
fi,26_30,male,4.0,3950.0,49700.0,6.0,,"yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",enterprise,full-stack software developer,full-stack software developer,software_developer_engineer,teknisten tieteiden maisteri,master's degree,master,tampere,rest_of_finland,20.0,false
fi,26_30,male,5.0,4410.0,51000.0,3.0,,"tuotetalossa, jonka core-bisnes on softa",product_company,software developer,software developer,software_developer_engineer,tietotekniikan kandidaatti,bsc (computer science),bachelor,"pk-seutu (helsinki, espoo, vantaa)",capital_region,0.0,false
fi,46_50,male,27.0,8764.0,109550.0,3.0,,"tuotetalossa, jonka core-bisnes on softa",product_company,principal software engineer,principal software engineer,software_developer_engineer,tkt yo,tkt yo,other,"pk-seutu (helsinki, espoo, vantaa)",capital_region,95.0,true
fi,36_40,male,12.0,6000.0,75000.0,0.0,startup,"tuotetalossa, jonka core-bisnes on softa",product_company,cto,cto,management_leadership,di tuotantotalous,di tuotantotalous,master,"pk-seutu (helsinki, espoo, vantaa)",capital_region,90.0,
fi,46_50,male,24.0,6500.0,82000.0,4.0,,konsulttitalossa,consulting,full stack developer,full stack developer,software_developer_engineer,ylioppilas,high school (ylioppilas),secondary_or_less,turku,rest_of_finland,20.0,true
fi,46_50,,25.0,6000.0,81000.0,12.0,,"tuotetalossa, jonka core-bisnes on softa",product_company,product owner,product owner,product_project,"luonnontieteen kandidaatti, tietojenkäsittelytiede",bachelor's degree,bachelor,kuopio,rest_of_finland,5.0,true
fi,46_50,male,28.0,5500.0,73000.0,0.0,,konsulttitalossa,consulting,enterprise architect,enterprise architect,architect,"di, ohjelmistotekniikka","di, ohjelmistotekniikka",master,tampere,rest_of_finland,85.0,true
fi,36_40,male,14.0,6600.0,85000.0,3.0,,"tuotetalossa, jonka core-bisnes on softa",product_company,senior software developer,senior software developer,senior_developer,tietotekniikan insinööri (amk),bachelor's engineering (amk),bachelor,"pk-seutu (helsinki, espoo, vantaa)",capital_region,20.0,true
fi,46_50,male,23.0,5400.0,76000.0,-3.0,,konsulttitalossa,consulting,tekninen projektipäällikkö,tekninen projektipäällikkö,other,insinööri (amk),bachelor's engineering (amk),bachelor,jyväskylä,rest_of_finland,90.0,false
fi,46_50,female,15.0,6300.0,74000.0,21.0,,"yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",enterprise,scrum master,scrum master,product_project,"di, vtk","di, vtk",master,"pk-seutu (helsinki, espoo, vantaa)",capital_region,50.0,true
fi,36_40,male,17.0,8000.0,103000.0,0.0,mavericks,konsulttitalossa,consulting,fullstack web developer,fullstack web developer,software_developer_engineer,insinööri (yamk),bachelor's engineering (amk),bachelor,turku,rest_of_finland,0.0,true
fi,36_40,male,3.0,3100.0,55000.0,10.0,,julkinen tai kolmas sektori,public_sector,clojure full-stack developer,clojure full-stack developer,software_developer_engineer,ammattikorkeakoulu,bachelor's (amk),bachelor,"pk-seutu (helsinki, espoo, vantaa)",capital_region,70.0,true
fi,31_35,female,3.0,4220.0,50000.0,2.0,,konsulttitalossa,consulting,"fullstack developer (java, kotlin, sprinboot, angular)","fullstack developer (java, kotlin, sprinboot, angular)",software_developer_engineer,"lähihoitaja, muusikko, musiikkipeadogia, viestintä ja tietotekniikan perustutkinnon osatutkinto","lähihoitaja, muusikko, musiikkipeadogia, viestintä ja tietotekniikan perustutkinnon osatutkinto",other,"pk-seutu (helsinki, espoo, vantaa)",capital_region,5.0,true
fi,31_35,male,11.0,6060.0,90200.0,1.0,reaktor,konsulttitalossa,consulting,full stack developer,full stack developer,software_developer_engineer,ammattikoulu,vocational school,vocational,"pk-seutu (helsinki, espoo, vantaa)",capital_region,100.0,true
fi,36_40,male,5.0,4400.0,55800.0,7.0,,"yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",enterprise,backend developer,backend developer,software_developer_engineer,insinööri amk,bachelor's engineering (amk),bachelor,"pk-seutu (helsinki, espoo, vantaa)",capital_region,33.0,50/50
fi,36_40,male,12.0,7500.0,95000.0,4.0,,"yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",enterprise,lead platform engineer,lead platform engineer,lead_developer,filosofian maisteri (tietojenkäsittelytiede),master's degree,master,tampere,rest_of_finland,20.0,true
fi,41_45,male,18.0,7579.0,100000.0,0.0,,konsulttitalossa,consulting,principal consultant,principal consultant,software_developer_engineer,ohjelmistotekniikan di,ohjelmistotekniikan di,master,"pk-seutu (helsinki, espoo, vantaa)",capital_region,50.0,true
fi,31_35,female,3.0,3100.0,38750.0,3.0,,"tuotetalossa, jonka core-bisnes on softa",product_company,fullstack developer,fullstack developer,software_developer_engineer,"filosofian maisteri, pääaineena tietotekniikka",master's degree,master,"pk-seutu (helsinki, espoo, vantaa)",capital_region,0.0,true
fi,31_35,male,20.0,6207.0,4000.0,0.0,reaktor,konsulttitalossa,consulting,fullstack developer,fullstack developer,software_developer_engineer,ylioppilas,high school (ylioppilas),secondary_or_less,turku,rest_of_finland,100.0,true
fi,26_30,female,6.0,7300.0,98000.0,4.0,,"tuotetalossa, jonka core-bisnes on softa",product_company,frontend developer,frontend developer,software_developer_engineer,amk,bachelor's (amk),bachelor,tampere,rest_of_finland,20.0,true
fi,26_30,male,5.0,4750.0,59000.0,12.0,,"tuotetalossa, jonka core-bisnes on softa",product_company,fullstack developer,fullstack developer,software_developer_engineer,tradenomi (tietojenkäsittely),tradenomi (tietojenkäsittely),bachelor,tampere,rest_of_finland,20.0,true
fi,31_35,male,6.0,5300.0,65826.0,12.0,cgi,konsulttitalossa,consulting,senior cybersecurity consultant,senior cybersecurity consultant,software_developer_engineer,amk + yliopisto,bachelor's (amk),bachelor,"asun porissa, toimisto helsingissä, sijainnilla ei vaikutusta palkkaan",rest_of_finland,5.0,50/50
fi,31_35,male,8.0,6400.0,,0.0,,konsulttitalossa,consulting,fullstack developer,fullstack developer,software_developer_engineer,ohjelmistotekniikan di,ohjelmistotekniikan di,master,"pk-seutu (helsinki, espoo, vantaa)",capital_region,5.0,true
fi,31_35,male,8.0,5245.69,65600.0,0.0,,konsulttitalossa,consulting,full stack developer,full stack developer,software_developer_engineer,fm / matematiikka,fm / matematiikka,master,"pk-seutu (helsinki, espoo, vantaa)",capital_region,60.0,false
fi,31_35,male,11.0,5007.0,63600.0,8.0,,konsulttitalossa,consulting,frontend developer,frontend developer,software_developer_engineer,insinööri,insinööri,bachelor,turku,rest_of_finland,10.0,true
fi,41_45,male,5.0,4795.0,60000.0,5.0,,"yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",enterprise,software engineer,software engineer,software_developer_engineer,liiketalouden tradenomi,liiketalouden tradenomi,bachelor,"pk-seutu (helsinki, espoo, vantaa)",capital_region,5.0,50/50
fi,46_50,male,25.0,6500.0,,0.0,,"tuotetalossa, jonka core-bisnes on softa",product_company,cto,cto,management_leadership,tietojenkäsittelytiede dropout,tietojenkäsittelytiede dropout,other,"pk-seutu (helsinki, espoo, vantaa)",capital_region,0.0,
fi,36_40,male,12.0,5200.0,65000.0,10.0,vincit,konsulttitalossa,consulting,senior software engineer,senior software engineer,senior_developer,insinööri (yamk),bachelor's engineering (amk),bachelor,turku,rest_of_finland,40.0,false
fi,36_40,male,8.0,5700.0,73000.0,2.0,,konsulttitalossa,consulting,software developer,software developer,software_developer_engineer,amk,bachelor's (amk),bachelor,"pk-seutu (helsinki, espoo, vantaa)",capital_region,20.0,false
fi,41_45,male,18.0,8000.0,110000.0,0.0,,konsulttitalossa,consulting,lead consultant,lead consultant,software_developer_engineer,luonnontieteiden kandidaatti,bsc (natural sciences),bachelor,"pk-seutu (helsinki, espoo, vantaa)",capital_region,,true
fi,31_35,male,13.0,5200.0,62400.0,,,konsulttitalossa,consulting,senior software developer,senior software developer,senior_developer,maisteri (tietojenkäsittelytiede),master's degree,master,turku,rest_of_finland,0.0,false
fi,51_55,male,25.0,7000.0,90000.0,1.0,,konsulttitalossa,consulting,"full stack web developer, architect","full stack web developer, architect",architect,"fm, computer science","fm, computer science",master,"pk-seutu (helsinki, espoo, vantaa)",capital_region,100.0,false
fi,31_35,female,7.0,4900.0,64000.0,22.0,,konsulttitalossa,consulting,software developer,software developer,software_developer_engineer,tradenomi,bachelor's business (amk),bachelor,turku,rest_of_finland,50.0,true
fi,41_45,male,15.0,4800.0,,15.0,,konsulttitalossa,consulting,senior developer,senior developer,senior_developer,ylioppilas,high school (ylioppilas),secondary_or_less,oulu,rest_of_finland,0.0,true
fi,46_50,,20.0,5500.0,,,,konsulttitalossa,consulting,,,other,,,unknown,tampere,rest_of_finland,5.0,false
fi,26_30,male,5.0,3200.0,40000.0,3.0,atr soft,konsulttitalossa,consulting,software engineer,software engineer,software_developer_engineer,tekniikan ylioppilas,high school,secondary_or_less,turku,rest_of_finland,60.0,false
fi,31_35,,6.0,3700.0,49950.0,6.0,visma,"tuotetalossa, jonka core-bisnes on softa",product_company,security engineer,security engineer,software_developer_engineer,it-tradenomi,bachelor's it (amk),bachelor,pori,rest_of_finland,40.0,false
fi,46_50,male,23.0,5400.0,66000.0,5.0,,konsulttitalossa,consulting,"lead software develop (backend, .net)","lead software develop (backend, .net)",lead_developer,insinööri amk (tietoliikenne),bachelor's engineering (amk),bachelor,turku,rest_of_finland,10.0,false
fi,36_40,male,6.0,4945.0,65000.0,1.0,,"yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",enterprise,full stack developer,full stack developer,software_developer_engineer,"insinööri (amk), tieto- ja viestintätekniikka",bachelor's engineering (amk),bachelor,"pk-seutu (helsinki, espoo, vantaa)",capital_region,20.0,true
fi,41_45,male,18.0,4875.0,61400.0,19.0,,"tuotetalossa, jonka core-bisnes on softa",product_company,cto,cto,management_leadership,"di, tietotekniikka","di, tietotekniikka",master,turku,rest_of_finland,0.0,
fi,41_45,male,18.0,5884.0,65000.0,9.6,atoz oy,konsulttitalossa,consulting,senior test automation consultant,senior test automation consultant,software_developer_engineer,alempi amk tutkinto,bachelor's (amk),bachelor,tampere,rest_of_finland,100.0,true
fi,41_45,male,4.0,4650.0,0.0,4.0,,konsulttitalossa,consulting,software engineer,software engineer,software_developer_engineer,tieto- ja viestintätekniikka (amk),bachelor's (amk),bachelor,oulu,rest_of_finland,1.0,true
fi,31_35,male,8.0,5100.0,52200.0,2.0,polar squad,konsulttitalossa,consulting,devops-konsultti,devops-konsultti,devops_infrastructure,diplomi-insinööri,msc (engineering),master,tampere,rest_of_finland,90.0,true
fi,31_35,male,15.0,6500.0,84500.0,10.0,,"tuotetalossa, jonka core-bisnes on softa",product_company,full-stack developer,full-stack developer,software_developer_engineer,"ylioppilas, yliopisto dropout",high school,secondary_or_less,turku,rest_of_finland,20.0,true
fi,36_40,,15.0,6458.0,80725.0,2.0,,"yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",enterprise,system architect,system architect,architect,ammattikorkeakoulu,bachelor's (amk),bachelor,vaasa,rest_of_finland,90.0,true
fi,41_45,male,19.0,8120.0,145000.0,8.0,unity technologies,"tuotetalossa, jonka core-bisnes on softa",product_company,staff software engineer,staff software engineer,software_developer_engineer,yliopisto,university (unspecified),other,"pk-seutu (helsinki, espoo, vantaa)",capital_region,90.0,true
fi,41_45,male,15.0,5253.0,65000.0,0.0,zure,konsulttitalossa,consulting,azure developer,azure developer,software_developer_engineer,,,unknown,"pk-seutu (helsinki, espoo, vantaa)",capital_region,20.0,false
fi,31_35,male,10.0,5990.0,72000.0,5.0,,julkinen tai kolmas sektori,public_sector,mobiilikehittäjä,mobiilikehittäjä,other,ylempi korkeakoulu,ylempi korkeakoulu,master,tampere,rest_of_finland,5.0,true
fi,31_35,,7.0,5250.0,,,finnair,,,software developer,software developer,software_developer_engineer,,,unknown,"pk-seutu (helsinki, espoo, vantaa)",capital_region,20.0,true
fi,31_35,,9.0,4500.0,56250.0,7.14,,"tuotetalossa, jonka core-bisnes on softa",product_company,web developer,web developer,software_developer_engineer,datanomi,vocational it diploma,master,"pk-seutu (helsinki, espoo, vantaa)",capital_region,40.0,false
fi,36_40,male,18.0,7000.0,90000.0,7.0,,konsulttitalossa,consulting,technical director,technical director,management_leadership,diplomi-insinööri,msc (engineering),master,tampere,rest_of_finland,15.0,false
fi,31_35,male,7.0,5250.0,70125.0,1.3,reaktor,konsulttitalossa,consulting,software developer,software developer,software_developer_engineer,tietotekniikan diplomi-insinööri,msc (engineering),master,"pk-seutu (helsinki, espoo, vantaa)",capital_region,40.0,true
fi,31_35,male,6.0,5550.0,70000.0,20.0,,konsulttitalossa,consulting,senior software developer,senior software developer,senior_developer,ammattikorkeakoulu,bachelor's (amk),bachelor,turku,rest_of_finland,5.0,50/50
fi,31_35,male,5.0,5000.0,64000.0,0.0,reaktor,konsulttitalossa,consulting,software developer,software developer,software_developer_engineer,amk insinööri,bachelor's engineering (amk),bachelor,"pk-seutu (helsinki, espoo, vantaa)",capital_region,20.0,false
fi,31_35,male,12.0,5500.0,66000.0,,,konsulttitalossa,consulting,senior software developer,senior software developer,senior_developer,maisteri (tietojenkäsittelytiede),master's degree,master,turku,rest_of_finland,0.0,false
fi,41_45,male,16.0,6734.0,100950.0,4.0,,"yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",enterprise,software lead,software lead,lead_developer,tietotekniikan kandidaatti,bsc (computer science),bachelor,turku,rest_of_finland,40.0,true
fi,36_40,male,12.0,5800.0,72000.0,-17.0,futurice,konsulttitalossa,consulting,senior software developer,senior software developer,senior_developer,diplomi-insinööri,msc (engineering),master,tampere,rest_of_finland,10.0,false
fi,36_40,male,5.0,4840.0,63400.0,1.0,,konsulttitalossa,consulting,data engineer,data engineer,data_ml_analytics,ktm,ktm,other,"pk-seutu (helsinki, espoo, vantaa)",capital_region,30.0,true
fi,31_35,,7.0,6500.0,94250.0,21.7,,"yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",enterprise,senior software developer,senior software developer,senior_developer,,,unknown,turku,rest_of_finland,50.0,true
fi,31_35,male,6.0,5500.0,71000.0,8.0,,konsulttitalossa,consulting,data scientist,data scientist,data_ml_analytics,tekniikan kanditaatti (tuotantotalous),tekniikan kanditaatti (tuotantotalous),master,"pk-seutu (helsinki, espoo, vantaa)",capital_region,60.0,true
fi,31_35,,3.0,3500.0,44000.0,-5.0,,"tuotetalossa, jonka core-bisnes on softa",product_company,software developer,software developer,software_developer_engineer,fm,msc (science),master,"pk-seutu (helsinki, espoo, vantaa)",capital_region,20.0,false
fi,31_35,male,6.0,4550.0,57300.0,7.0,,konsulttitalossa,consulting,full stack developer,full stack developer,software_developer_engineer,insinööri amk,bachelor's engineering (amk),bachelor,"pk-seutu (helsinki, espoo, vantaa)",capital_region,0.0,
fi,31_35,male,10.0,6500.0,90000.0,5.0,,"tuotetalossa, jonka core-bisnes on softa",product_company,engineering manager,engineering manager,management_leadership,diplomi-insinööri,msc (engineering),master,"pk-seutu (helsinki, espoo, vantaa)",capital_region,60.0,false
fi,31_35,other,6.0,5950.0,75000.0,8.0,,"tuotetalossa, jonka core-bisnes on softa",product_company,product manager,product manager,management_leadership,fm,msc (science),master,tampere,rest_of_finland,30.0,true
fi,31_35,male,3.0,3700.0,48740.0,14.0,sogeti,konsulttitalossa,consulting,test automation engineer,test automation engineer,software_developer_engineer,ylempi korkeakoulututkinto,master's degree,master,"pk-seutu (helsinki, espoo, vantaa)",capital_region,20.0,false
fi,41_45,male,10.0,5150.0,64000.0,0.0,,"tuotetalossa, jonka core-bisnes on softa",product_company,senior frontend developer,senior frontend developer,senior_developer,amk,bachelor's (amk),bachelor,"pk-seutu (helsinki, espoo, vantaa)",capital_region,20.0,false
fi,31_35,male,8.0,5000.0,,4.0,,"tuotetalossa, jonka core-bisnes on softa",product_company,lead developer,lead developer,lead_developer,ohjelmistoinsinööri,ohjelmistoinsinööri,bachelor,jyväskylä,rest_of_finland,0.0,false
fi,36_40,male,10.0,5624.0,69700.0,2.0,,"yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",enterprise,senior software developer,senior software developer,senior_developer,"tietoliikenneonsinööri, amk",bachelor's (amk),bachelor,"pk-seutu (helsinki, espoo, vantaa)",capital_region,70.0,true
fi,31_35,male,10.0,5800.0,80000.0,2.0,,konsulttitalossa,consulting,software engineer,software engineer,software_developer_engineer,di,msc (engineering),master,"pk-seutu (helsinki, espoo, vantaa)",capital_region,100.0,true
fi,26_30,male,4.0,3190.0,,0.0,,"tuotetalossa, jonka core-bisnes on softa",product_company,fullstack developer,fullstack developer,software_developer_engineer,alempi korkeakoulututkinto,alempi korkeakoulututkinto,other,"pk-seutu (helsinki, espoo, vantaa)",capital_region,20.0,false
fi,51_55,male,35.0,6600.0,82500.0,2.0,,"tuotetalossa, jonka core-bisnes on softa",product_company,platform architect,platform architect,devops_infrastructure,tekn. yo,tekn. yo,other,tampere,rest_of_finland,20.0,true
fi,31_35,female,3.0,3640.0,43680.0,5.0,,"tuotetalossa, jonka core-bisnes on softa",product_company,software engineer,software engineer,software_developer_engineer,lukio,high school,secondary_or_less,joensuu,rest_of_finland,10.0,false
fi,31_35,female,4.0,3920.0,,8.0,tietoevry,konsulttitalossa,consulting,full stack developer,full stack developer,software_developer_engineer,"fm, venäjän kieli","fm, venäjän kieli",master,"pk-seutu (helsinki, espoo, vantaa)",capital_region,10.0,true
fi,21_25,male,2.0,3500.0,45200.0,25.0,,konsulttitalossa,consulting,full-stack developer,full-stack developer,software_developer_engineer,it-tradenomi,bachelor's it (amk),bachelor,tampere,rest_of_finland,25.0,true
fi,36_40,,12.0,8000.0,96000.0,5.0,n8n,"tuotetalossa, jonka core-bisnes on softa",product_company,software engineer,software engineer,software_developer_engineer,yliopisto,university (unspecified),other,tampere,rest_of_finland,40.0,false
fi,46_50,male,10.0,3200.0,0.0,0.0,,konsulttitalossa,consulting,web developer,web developer,software_developer_engineer,ylioppilas,high school (ylioppilas),secondary_or_less,jyväskylä,rest_of_finland,0.0,false
fi,36_40,male,15.0,7400.0,90000.0,0.0,arado,konsulttitalossa,consulting,senior consultant,senior consultant,software_developer_engineer,ohjelmistotuotannon diplomi-insinööri,msc (engineering),master,turku,rest_of_finland,40.0,true
fi,31_35,male,16.0,5358.0,,1.3,,konsulttitalossa,consulting,senior embedded developer / electronics engineer,senior embedded developer / electronics engineer,senior_developer,tekn. yo,tekn. yo,other,turku,rest_of_finland,1.0,true
fi,31_35,,4.0,4750.0,,20.0,,"yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",enterprise,data scientist,data scientist,data_ml_analytics,fyysikko,fyysikko,other,"pk-seutu (helsinki, espoo, vantaa)",capital_region,70.0,true
fi,36_40,male,7.0,7280.0,91000.0,0.0,sitedrive,"tuotetalossa, jonka core-bisnes on softa",product_company,lead developer (frontend focus),lead developer (frontend focus),lead_developer,,,unknown,"pk-seutu (helsinki, espoo, vantaa)",capital_region,0.0,true
fi,41_45,male,4.5,3518.0,44656.0,3.8,,"konsulttitalo, jolla on omaa tuotebisnestä",consulting,full stack developer,full stack developer,software_developer_engineer,"tradenomi, tietojenkäsittely (amk)",bachelor's (amk),bachelor,turku,rest_of_finland,15.0,false
fi,36_40,male,12.0,6000.0,78000.0,25.0,,"tuotetalossa, jonka core-bisnes on softa",product_company,full stack developer,full stack developer,software_developer_engineer,teekkari,teekkari,other,"pk-seutu (helsinki, espoo, vantaa)",capital_region,80.0,true
fi,36_40,male,7.0,4000.0,50000.0,0.0,siili solutions,konsulttitalossa,consulting,software developer,software developer,software_developer_engineer,tietotekniikan insinööri,tietotekniikan insinööri,bachelor,seinäjoki,rest_of_finland,60.0,false
fi,41_45,female,2.0,3200.0,40000.0,0.0,,"tuotetalossa, jonka core-bisnes on softa",product_company,software developer,software developer,software_developer_engineer,ammattikoulu,vocational school,vocational,tampere,rest_of_finland,20.0,false
fi,41_45,,5.0,6000.0,75000.0,,,"tuotetalossa, jonka core-bisnes on softa",product_company,data scientist,data scientist,data_ml_analytics,ft,ft,other,"pk-seutu (helsinki, espoo, vantaa)",capital_region,,true
fi,41_45,male,17.0,6000.0,72000.0,2.0,,"tuotetalossa, jonka core-bisnes on softa",product_company,devops specialist,devops specialist,devops_infrastructure,di,msc (engineering),master,tampere,rest_of_finland,10.0,true
fi,31_35,male,12.0,6511.0,78100.0,0.0,brella,"tuotetalossa, jonka core-bisnes on softa",product_company,full-stack developer,full-stack developer,software_developer_engineer,amk (tietojenkäsittelyn tradenomi),bachelor's (amk),bachelor,"pk-seutu (helsinki, espoo, vantaa)",capital_region,0.0,true
fi,46_50,male,27.0,4800.0,0.0,2.6,,"tuotetalossa, jonka core-bisnes on softa",product_company,senior fullstack sw developer,senior fullstack sw developer,senior_developer,,,unknown,"pk-seutu (helsinki, espoo, vantaa)",capital_region,40.0,false
fi,36_40,male,12.0,5690.0,,10.0,,"tuotetalossa, jonka core-bisnes on softa",product_company,product manager,product manager,management_leadership,diplomi-insinööri,msc (engineering),master,tampere,rest_of_finland,15.0,false
fi,46_50,male,21.0,6300.0,0.0,3.0,,"tuotetalossa, jonka core-bisnes on softa",product_company,chief architect,chief architect,architect,"di, ohjelmistotekniikka","di, ohjelmistotekniikka",master,seinäjoki,rest_of_finland,5.0,true
